Gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
GPR160	-1.86554222296469	9.47613620689655	-15.8258051936091	1.91840810737302e-51	2.14649729229383e-49	106.116630290889
PPP1CB	0.757385437131088	12.5907114942529	15.8100512911658	2.36088329376999e-51	2.62706639919944e-49	105.91064362067
SLC43A3	1.36739978839515	9.98764835796388	15.8091761035974	2.38825147591798e-51	2.6429983000159e-49	105.899204255593
GFRA3	2.87059182759773	2.49119958949097	15.8084988638857	2.40964645039374e-51	2.65218260398772e-49	105.890352505038
TUBB	0.859616469540034	14.2106725779967	15.797427326391	2.78777914199169e-51	3.05178936127653e-49	105.745679180507
C16orf45	-2.11167213943647	8.52868218390805	-15.7955928305782	2.85591242198752e-51	3.10956657903716e-49	105.721714011647
TSPAN1	-3.38787834725471	9.35691855500821	-15.7939151296051	2.91967442437534e-51	3.16199178836627e-49	105.699798756372
CDCA7	2.75580397148902	6.42928743842365	15.7671416933073	4.15220011179191e-51	4.47289131191542e-49	105.35027372875
BCAM	-1.8303879362958	12.2242116584565	-15.7645400917486	4.29665963612287e-51	4.6040185688233e-49	105.316330872031
ZMYND10	-2.95810498496493	6.89975164203613	-15.7572817485971	4.72672939051761e-51	5.03819597982961e-49	105.221651468856
HAO1	1.51211097004121	0.402030541871921	15.7552576430307	4.854135307279e-51	5.14690828497457e-49	105.195253726368
PDIA6	0.853437471878829	12.5307527914614	15.740565029842	5.88749310255631e-51	6.21007866213388e-49	105.003704426506
DKC1	0.814861632698502	10.6456200328407	15.7373889593991	6.13822156724975e-51	6.44099809222497e-49	104.962313140253
BCL11A	3.4323801024613	5.53834688013136	15.7188529687298	7.82888446993608e-51	8.17270970541987e-49	104.720857916542
ANKRD30A	-5.45567019489921	6.95311674876847	-15.691595163369	1.1192430794095e-50	1.16240568431801e-48	104.366131705373
UBXN2A	0.721094032743077	8.14847865353038	15.6771988252469	1.35156115566959e-50	1.39652125125615e-48	104.178945898205
APBB2	-1.29056964027176	10.9632208538588	-15.6717109520799	1.45226955799724e-50	1.49296259332792e-48	104.107620782202
C9orf98	-1.84104489809556	6.02784852216749	-15.6511861745293	1.89983336452009e-50	1.94320329789197e-48	103.841009926274
SKP1	-0.707830847533137	12.5187235632184	-15.6435316021965	2.09990868775053e-50	2.1370528012223e-48	103.741638626374
USP6NL	1.03508437910679	9.0546275862069	15.642880304175	2.1178720903551e-50	2.14455727869358e-48	103.733184995593
PRKX	1.61872450161487	8.97274031198686	15.632923705299	2.4123468236314e-50	2.43058944637727e-48	103.603980765744
UGT8	3.45251134424769	4.21448111658457	15.6138610560774	3.09473692475813e-50	3.1014362260091e-48	103.356762172305
PDE7A	1.2150832720793	9.68359860426929	15.6135142755369	3.10878705253727e-50	3.1014362260091e-48	103.352266721788
IGF2BP3	2.22810462857779	3.57316198686371	15.6021553730503	3.60589055898244e-50	3.5797301764957e-48	103.20505358179
CSAD	-1.60154762445707	8.62231904761905	-15.5971980252088	3.8469652481348e-50	3.80042635147443e-48	103.14082792761
NUP93	0.84430383338902	9.72731691297209	15.58928726998	4.26536459265117e-50	4.19330891895007e-48	103.038367103729
ACADSB	-1.96221426439471	10.5854945812808	-15.567784684335	5.64620040705243e-50	5.52400244655197e-48	102.760038618601
HAPLN3	2.17406129858559	8.18149326765189	15.5638381081397	5.94428178758144e-50	5.78767282510093e-48	102.708982125359
AKR7A3	-3.65060265953893	7.55183842364532	-15.5511565930416	7.01243823449148e-50	6.7950190968862e-48	102.544980971171
RPH3AL	-1.67853988417418	7.32885492610838	-15.5344643495496	8.71521428267422e-50	8.40478665012945e-48	102.329247873825
RIPK2	1.04166126517429	9.11604901477832	15.5302291494058	9.2091832731832e-50	8.83907012552162e-48	102.274536106598
PCSK4	-2.28341169172513	5.59857939244663	-15.5283500013429	9.43720100114355e-50	9.01519786203581e-48	102.250263819188
CENPN	1.32579131083639	8.08784523809524	15.5278632149161	9.49718022999753e-50	9.0299011276014e-48	102.243976491939
LRRC48	-2.17339965252255	5.86368669950739	-15.5203016541898	1.04791907429513e-49	9.91703602459106e-48	102.146328381504
LRTOMT	-1.10651815346921	8.25788267651888	-15.4971447908872	1.41615145321544e-49	1.3339488014195e-47	101.847484239681
PGPEP1	-1.11274071277425	9.25923538587849	-15.4879077560035	1.59676570023932e-49	1.49711569265031e-47	101.728361676155
NUDT5	0.936966466198912	9.63638825944171	15.4717310377958	1.97010271274855e-49	1.83864148104072e-47	101.51985821214
F7	-3.43025117050897	5.39737413793104	-15.4429287969922	2.86283574028088e-49	2.64752358616858e-47	101.148984576398
ESYT3	2.54294793406838	3.71134490968801	15.4429253160972	2.86296496825459e-49	2.64752358616858e-47	101.148939782477
THTPA	-0.874632353268735	8.44141798029557	-15.4373774097951	3.07649878081388e-49	2.83205696859285e-47	101.0775551249
NOL10	0.613796812562629	9.57775344827586	15.4335080247185	3.23475323098125e-49	2.96426345854445e-47	101.027778115384
C16orf57	0.894049257155583	9.47895845648604	15.4157660034232	4.07081334923108e-49	3.71360864633459e-47	100.799646385022
FAF1	0.616760024501616	9.81201305418719	15.4064025076617	4.59559535696442e-49	4.1735424739571e-47	100.67931910276
EFCAB6	-1.8948387348257	5.14007257799672	-15.4021892638951	4.85322303148319e-49	4.38783360864275e-47	100.625192092609
CPLX1	-1.90337733377883	6.4953960591133	-15.3997572578149	5.00843399852361e-49	4.50803579280446e-47	100.593952949985
ZNF552	-1.94158342799866	9.7765	-15.3930798676109	5.46049500724686e-49	4.89318340206917e-47	100.508198868782
TCEAL1	-1.50954520102461	8.9812197044335	-15.383273114977	6.19913225617189e-49	5.53060909480146e-47	100.382301461581
UBASH3B	1.67138024501615	6.75186543513957	15.3749771326107	6.90117930697935e-49	6.12994225109411e-47	100.2758412381
SKP2	1.31567632475778	7.23803957307061	15.366381930199	7.71220465556995e-49	6.8204178464892e-47	100.165581998159
MAGED2	-1.51326889631362	13.4462462233169	-15.3586374507463	8.52397628936849e-49	7.50554642662134e-47	100.066271412048
FAM171A1	1.95907170508968	8.38895582922824	15.3273629227604	1.27647646466357e-48	1.11909962607648e-46	99.6655690449354
C5orf36	-1.35110461075844	6.03770041050903	-15.3145592541844	1.50570512128598e-48	1.31437672915016e-46	99.5016821519575
CHRD	-2.53034232765342	7.89515254515599	-15.2947049999147	1.94484799246398e-48	1.69043182589616e-46	99.2477308508586
FAM19A3	2.40035380554628	2.50780336617406	15.2750690056854	2.50446296056048e-48	2.16753777253294e-46	98.9967904625194
CTPS	1.16880756654417	9.22437594417077	15.2556892373508	3.21379161796682e-48	2.76960458923677e-46	98.7493385889027
DNAL1	-1.00717620002227	8.71540287356322	-15.2216163404382	4.97976770143534e-48	4.2733159105707e-46	98.3147930246282
SYTL2	-1.95960324980511	10.2847171592775	-15.2138878239335	5.49932159057841e-48	4.69925151275924e-46	98.216319854977
UCK2	1.04484268404054	8.85426773399015	15.2122034678768	5.61953529961012e-48	4.78179953309681e-46	98.1948630798227
GPSM2	1.2318687114378	8.96079523809524	15.2118259900939	5.64683334787056e-48	4.78492338749266e-46	98.1900546647221
LRRC17	-2.31954341908899	7.5168908045977	-15.2096681117833	5.8054408339344e-48	4.89882449036831e-46	98.1625685774703
TMSB15A	2.58732850206037	4.1729526272578	15.2009546128721	6.49234414880217e-48	5.45572421998098e-46	98.0516068815848
C4orf34	-1.35002452388908	10.2320798029557	-15.195966079426	6.92145881704753e-48	5.79228859350606e-46	97.9881000600613
SERPINA11	-4.29038089987749	5.84243128078818	-15.1938748774436	7.10964621049556e-48	5.92529033147967e-46	97.961482104229
TEX10	0.734587490811892	8.76100311986864	15.184208061748	8.04801951384313e-48	6.67985619648979e-46	97.838469993144
FAM114A2	-0.745948600066827	8.83152857142857	-15.1823491624765	8.2421372694142e-48	6.81305159102761e-46	97.8148212427757
ACOX2	-2.7447179574563	7.49713062397373	-15.176538216588	8.87955416903638e-48	7.31011101753353e-46	97.7409076129965
LMO4	1.67466970263948	9.97362848932677	15.169608966128	9.70415043272809e-48	7.95661759366839e-46	97.6527946304727
C17orf28	-1.74416329880833	11.1300545977012	-15.1689779676211	9.78292896953633e-48	7.98886602786491e-46	97.6447721565126
PLOD1	1.04312952221852	11.6504005747126	15.1682361634344	9.87635667747257e-48	8.03277009767769e-46	97.6353411968839
LRP8	1.84066108475331	6.82437783251232	15.1530885228725	1.19910722861414e-47	9.71372783755743e-46	97.4428297092769
APH1B	-1.23059989976611	8.87036001642036	-15.1498153437017	1.25042648716042e-47	1.00890984932162e-45	97.4012480655661
BBS1	-0.982745922708544	9.71638522167488	-15.1454516807324	1.32226254636732e-47	1.06263734480281e-45	97.3458227114612
RBM28	0.688292818799425	8.73166986863711	15.1438943295382	1.34888386312678e-47	1.07974687731397e-45	97.3260445472912
NFE2L3	1.56119768793852	8.76492118226601	15.1425098906823	1.37299750557334e-47	1.09472226310517e-45	97.3084635121339
RPIA	0.662430230537913	8.75774022988506	15.1257383209188	1.7015871982246e-47	1.351393879939e-45	97.0955678649603
CCDC67	1.9978877313732	2.00998891625616	15.0979347306909	2.42761593774138e-47	1.92047179574759e-45	96.7429882991004
CCDC96	-1.45121575453836	6.53072701149425	-15.0961443738858	2.48376729416792e-47	1.95724728566104e-45	96.7202998255406
C9orf30	0.859436137654523	7.88532331691297	15.0909882854956	2.65281365092733e-47	2.08235589374342e-45	96.6549690595294
TMEM123	1.17952118053235	12.3080019704434	15.0653540846454	3.67939790379877e-47	2.87703344971941e-45	96.3303947723931
RARA	-1.40215620224968	10.9058542692939	-15.0573427744317	4.07514947708179e-47	3.17422796961002e-45	96.2290348771426
C11orf86	2.06831212161711	0.81623407224959	15.0516203470869	4.38353687999413e-47	3.40135589630809e-45	96.1566567596688
CTSL2	2.17443095444927	6.29917151067324	15.0385378416292	5.17872422047222e-47	4.00303522568715e-45	95.9912580759122
FAM198B	-1.89357722018042	11.6833335796388	-15.0268772470914	6.00780894909886e-47	4.62624132460647e-45	95.8439193356689
SYT9	-4.02002010023389	5.3946249589491	-15.0095932541971	7.48599122280959e-47	5.74266266077044e-45	95.6256697515819
ZIC1	3.70089530459963	3.07700221674877	15.0069266164303	7.7442948310614e-47	5.91839467617568e-45	95.5920127556751
LBR	1.2075104777815	9.5698408045977	14.9973262569658	8.7499777394699e-47	6.66182515713325e-45	95.4708757232263
RSU1	1.01374310725025	10.5447714285714	14.9935575163482	9.17944231700174e-47	6.9526362538171e-45	95.4233364263117
C9orf53	1.03541176300256	0.545051149425287	14.993376376349	9.20060495764855e-47	6.9526362538171e-45	95.4210517137306
SPTBN4	-2.24635127965252	5.42889893267652	-14.9929604879943	9.24937744349639e-47	6.96350899575052e-45	95.4158061999644
CCDC77	0.932875992872274	7.49583801313629	14.9861590173115	1.00845670119758e-46	7.56417226394568e-45	95.3300348449787
DNAJC12	-3.00527103018154	8.41605623973728	-14.9849669921933	1.02384957299049e-46	7.65129208568391e-45	95.3150053197335
SLC4A8	-2.60925709544493	8.0648289819376	-14.9740464356741	1.17622702266225e-46	8.75770208196909e-45	95.1773528690723
RGS11	-2.35326945094109	6.49682807881773	-14.9546624552829	1.50442351224742e-46	1.11602875348113e-44	94.9331898781691
NASP	0.842286040761769	10.8811545155993	14.9520643890455	1.55484860614221e-46	1.14922605735738e-44	94.9004808600935
CCDC159	-1.18678778928611	7.56450886699507	-14.9516107543771	1.56382418341104e-46	1.15165699499783e-44	94.8947701118425
C20orf26	-2.24326262612763	3.64154088669951	-14.9499370888334	1.59738809066801e-46	1.1721124497177e-44	94.8737015844365
RAET1L	2.19283867468538	1.30456822660099	14.9341737496304	1.95091240024275e-46	1.42634938374427e-44	94.6753483648739
GFRA1	-4.32933823588374	10.8623780788177	-14.9278457294457	2.11385934989474e-46	1.53992372496648e-44	94.595762192566
TPCN1	-0.833506613208593	10.1396632183908	-14.9252408523261	2.18481197400471e-46	1.58590724363955e-44	94.5630079587742
TBX19	1.32733902439025	5.88994162561576	14.9222283886642	2.26983031045682e-46	1.64173583740613e-44	94.5251335661406
DNAH7	-2.09137203474774	5.15988087027915	-14.9142702713927	2.51061729133338e-46	1.80943136598162e-44	94.4251049869249
SLC46A1	-1.19603768348371	9.61681083743842	-14.8872057745277	3.53651381930306e-46	2.53976871874204e-44	94.0851967031901
TBC1D22B	0.648751947878388	8.69617216748769	14.8793604398134	3.90546566851701e-46	2.7948229935974e-44	93.9867453290722
C13orf27	0.986128960908787	7.23272947454844	14.8730626811545	4.2291941056311e-46	3.01583236011412e-44	93.9077404888527
RMND5B	-0.780609170286242	9.66287430213465	-14.8363994423663	6.72045470875136e-46	4.77553153549588e-44	93.4482627467433
ADCY9	-1.20893848089988	9.7472316091954	-14.82067772172	8.1949564398333e-46	5.80294607760504e-44	93.2514726898127
ANKRD30B	-3.97402966922821	5.15505205254516	-14.8118272359656	9.1625383331575e-46	6.46549569070054e-44	93.1407540555949
LMX1B	-2.28308012473551	9.82120082101806	-14.8101792866058	9.35488618261782e-46	6.57830399202695e-44	93.1201434486421
C7orf63	-1.82797949883061	6.41590985221675	-14.8045438676502	1.004356375349e-45	7.03814024690931e-44	93.0496742935055
PCP2	-2.59646765564094	4.36985303776683	-14.79854962882	1.08315991468179e-45	7.56419123866742e-44	92.9747386267517
TTK	2.05659440472213	7.5148684729064	14.7981637120001	1.08843946045638e-45	7.57494019009026e-44	92.9699148933734
CLCN4	2.05168775587482	6.23797799671593	14.7951602855865	1.13041377625694e-45	7.84011636875189e-44	92.9323768120616
TIGD2	0.972949390800758	7.39771387520525	14.7833432288844	1.31181292426657e-45	9.0671792976951e-44	92.784733630773
DBF4	1.02492236329213	7.9958723316913	14.7752050589237	1.45332833153294e-45	1.00111582891854e-43	92.683102368164
SLC7A2	-3.55674817462971	10.482831773399	-14.7719608311516	1.5138938474544e-45	1.03930095588632e-43	92.6425985732575
MGC3771	-1.2551004098452	3.90349121510673	-14.7684584654718	1.58210384398035e-45	1.08245834622602e-43	92.5988788947157
COMMD2	0.662777298140112	9.53915829228243	14.7646834068215	1.65905679686822e-45	1.13128680977021e-43	92.5517632849218
C9orf116	-1.80123545606416	6.94302266009852	-14.7494589476756	2.00913108289628e-45	1.36540009029582e-43	92.3618354177698
BBS5	-0.872214471544705	7.65097922824302	-14.7481087069308	2.04352353154657e-45	1.38412837996258e-43	92.3449975003022
ARL9	2.16823454282214	3.16487307060755	14.7420346354381	2.20563723275563e-45	1.48895217459223e-43	92.2692652236601
HPX	-3.27598345918254	6.74979819376026	-14.7316899844428	2.51175473588038e-45	1.68996866814118e-43	92.1403368078316
TFDP1	0.865667464082865	10.74526272578	14.7249520228337	2.73354769174873e-45	1.83310622030779e-43	92.0563935047012
PCBD2	-0.83614286000668	8.4442657635468	-14.7209602774816	2.87403807967694e-45	1.92095772903028e-43	92.0066759037372
C3orf18	-1.37418847755875	7.15507266009852	-14.7198434312269	2.91461796994413e-45	1.94167247129304e-43	91.9927671492156
ANKMY1	-0.973063946987413	7.84572569786535	-14.693397475305	4.06138071782417e-45	2.69675679663525e-43	91.6636347641849
ZIC4	2.53224874707651	2.1546644499179	14.68643417945	4.43183756961877e-45	2.93312334836337e-43	91.5770419152545
TMBIM4	-0.931169738278198	10.6360239737274	-14.6857351151651	4.47083921506276e-45	2.94929758252283e-43	91.5683502046246
NCK2	0.934099576790304	9.7839526272578	14.6669606459249	5.65636403202637e-45	3.71698826875909e-43	91.3350287066662
STAC	2.53545602628355	4.64631683087028	14.6667502157346	5.67128863838909e-45	3.71698826875909e-43	91.3324147466311
LIMA1	-1.11038279763893	11.3487391625616	-14.6256642001287	9.48212346880514e-45	6.19457949968522e-43	90.8225473419309
GPRC5C	-1.8947872858893	9.13641494252874	-14.6248379430144	9.5805466305236e-45	6.23875338782521e-43	90.8123039563386
GP2	-4.68182928833947	6.06616461412151	-14.6104878546396	1.14617362824727e-44	7.43984241002042e-43	90.6344657423327
LONRF2	-2.84084500278427	8.46826814449918	-14.6068829156292	1.19895152305398e-44	7.75756110060357e-43	90.5898095603107
CHRM3	2.4245206615436	3.17243472906404	14.6059944694489	1.21232637937806e-44	7.81911905578485e-43	90.5788051189711
CCDC40	-1.67246803207483	7.11535640394089	-14.6047117128045	1.23189991264852e-44	7.92013873998659e-43	90.56291751034
RGS22	-3.39504664439247	4.98627840722496	-14.6028565492981	1.26076596214378e-44	8.08007350168856e-43	90.5399420742549
PADI2	2.60664843301036	9.59646502463054	14.5987595676598	1.32692371417943e-44	8.47724260554003e-43	90.4892098896393
STK38	0.791572059249335	10.2935146141215	14.5969618432233	1.35703428873332e-44	8.64234541365637e-43	90.4669521415352
MTMR2	0.943901708430801	9.42608752052545	14.5841228260206	1.59280522679187e-44	1.01120662862034e-42	90.308047271843
MSL3	0.704344822363295	9.16441855500821	14.5767253375063	1.74674207560806e-44	1.10546939110045e-42	90.2165351887511
DNAJC2	0.679153426884945	9.45893916256158	14.5702676283964	1.89318628944048e-44	1.19441771756226e-42	90.1366754634907
HEMK1	-0.904359868582238	8.66311256157636	-14.5619639118248	2.09960271524858e-44	1.32053273879547e-42	90.0340234581453
ATOH7	1.27159826038534	0.92223144499179	14.5414711275819	2.71005408190467e-44	1.69919551909391e-42	89.7808639436405
PGR	-4.21768630359728	9.09445418719212	-14.541028875099	2.72501442749695e-44	1.70330222795272e-42	89.7754032979711
ZBTB7A	-0.605081675019489	9.78446354679803	-14.5365349254914	2.88177818817774e-44	1.79574682667617e-42	89.71992155491
GPD1L	-1.31948485577457	10.5358128078818	-14.5360430041774	2.89947441432444e-44	1.80123177419934e-42	89.7138490875948
ABCC11	-4.36174865352489	7.51959113300493	-14.5347459378704	2.9466554053063e-44	1.82494389199581e-42	89.697838291197
?|90288	-2.21823214166388	4.70903973727422	-14.5011093160478	4.47680782720183e-44	2.7641558572101e-42	89.282983827687
KIAA1984	-1.84102317407284	3.63128834154351	-14.4990044678662	4.59541755481813e-44	2.82876584559808e-42	89.257046354345
CDCA8	1.78408901659427	8.24392151067324	14.4939647282258	4.89228551426101e-44	3.00238079499436e-42	89.1949537866279
CYP21A2	-2.5699713442477	6.57116904761905	-14.4817249321553	5.6952371910702e-44	3.48459044089286e-42	89.0442156047435
NKX1-2	1.20615180755095	0.418515927750411	14.4730913696614	6.3393212147354e-44	3.86698594098859e-42	88.937943685753
OCEL1	-1.08015276311393	8.19582126436782	-14.4685954647897	6.70294974658245e-44	4.0722726837727e-42	88.882620561464
MSX2	-2.38142811894421	7.29387159277504	-14.4684377890898	6.71607286381632e-44	4.0722726837727e-42	88.8806805464352
C9orf40	1.05179298585589	6.75185426929393	14.4663290331803	6.89406127737815e-44	4.16771728326753e-42	88.854736205426
INGX	0.998227248023166	0.594400903119869	14.4639126590974	7.10379761517878e-44	4.28172944352978e-42	88.8250104718106
EML4	0.812232573783268	10.3430185550082	14.4588751728953	7.56169883168917e-44	4.54419954716229e-42	88.7630516257687
CDKAL1	0.73296977837175	8.27694039408867	14.456705251076	7.76789249313217e-44	4.65430055535245e-42	88.7363672433301
HDAC2	0.847487185655423	11.097624137931	14.4498361747488	8.45826561808575e-44	5.05300281113488e-42	88.6519141484757
HPDL	2.40458855106359	4.19735073891626	14.4475602332796	8.70022788742597e-44	5.18226515223973e-42	88.6239384265388
CYB5D2	-1.12305526005122	8.71644408866995	-14.4416235527238	9.36431479968269e-44	5.56146930566492e-42	88.5509797876622
DLX6	2.31173729368527	1.42883596059113	14.4408093305935	9.4592484588082e-44	5.58657506500771e-42	88.5409750832883
CYP4B1	-3.49211488584474	7.18656288998358	-14.4407879167635	9.46175808462198e-44	5.58657506500771e-42	88.5407119675461
C12orf11	0.783733444704303	9.14385188834154	14.4395117871145	9.61251964439562e-44	5.65909150692733e-42	88.5250324209788
HSD17B8	-1.34968662657312	7.74190123152709	-14.4392235222371	9.64690511072228e-44	5.66287311021297e-42	88.521490704331
SYNCRIP	0.656902926829272	12.0421174876847	14.4315787022382	1.06049013105358e-43	6.2072387670801e-42	88.4275821731005
VPS39	-0.556472504733273	10.7396013957307	-14.4216701375552	1.19888755801081e-43	6.99708092934725e-42	88.3059182344427
LCT	2.44601090767346	1.63291305418719	14.4193847342892	1.23328068936083e-43	7.17712658647571e-42	88.2778649192924
IGFBP4	-1.36895425103019	13.5713605090312	-14.4181972390601	1.25153756022183e-43	7.26250391679441e-42	88.2632896616302
REEP1	-2.37837109477669	7.76689482758621	-14.4160201364303	1.28571093574799e-43	7.43949082021952e-42	88.2365702164457
KDM4B	-1.35540061254037	11.0849560755337	-14.4121729737533	1.34838664069945e-43	7.77992200781915e-42	88.1893612050238
SPEF2	-1.4622043345584	7.67358883415435	-14.4112968183003	1.36308065067831e-43	7.84236060725488e-42	88.1786110385368
SLC39A12	1.84477116382671	0.901204761904762	14.4049116426786	1.4750937491778e-43	8.46277580973052e-42	88.1002807984084
AMD1	1.0345930883172	10.5445245484401	14.403590781421	1.4993855542861e-43	8.57784074728873e-42	88.084080178612
RERG	-2.15472696514087	9.82374195402299	-14.3876159272784	1.82671337554118e-43	1.04210138821014e-41	87.8882287620938
PVR	1.10127274306715	9.03045172413793	14.3859273864695	1.86522416690171e-43	1.06108201764307e-41	87.8675362758216
TMEM63C	-2.51995966365964	8.32930862068966	-14.3801769338525	2.00254409472723e-43	1.13600904779876e-41	87.7970793639181
MSLN	4.11147354048335	3.57441395730706	14.3720805929752	2.21311579871732e-43	1.25195589820177e-41	87.6979134965798
KIAA1804	2.00235320191558	6.78040853858785	14.3694434803081	2.2863553116704e-43	1.28978461760304e-41	87.6656220723416
C1QL4	2.36573561643836	2.10933538587849	14.3582196170715	2.62605082881021e-43	1.47729948291845e-41	87.5282329455757
ULBP3	2.16416778260385	3.47125435139573	14.3563622462947	2.68692395172701e-43	1.50735689391622e-41	87.5055045727767
NAT1	-3.43313041764115	9.453710591133	-14.3539313808614	2.76872092208995e-43	1.54895403630292e-41	87.4757615812102
PSMB2	0.687556527452951	10.8685683908046	14.3500926777673	2.90297028172402e-43	1.61958551364944e-41	87.4288001884472
R3HDM1	0.681591566989651	9.50445862068966	14.3464947762214	3.03467756920966e-43	1.68841456405588e-41	87.3847927712365
ZNF695	2.21670841964584	5.0290447454844	14.3447009709039	3.10254945129293e-43	1.72144743801601e-41	87.3628549241371
CRIP1	-2.31080798084421	11.5157537766831	-14.3415586027599	3.22511081513547e-43	1.78456131770829e-41	87.3244291408199
LRRC46	-2.09229740728366	5.8471697044335	-14.3392827602228	3.31687505314599e-43	1.83033660970879e-41	87.2966032133766
C5orf30	-1.31360690054572	9.36859835796388	-14.3257666069409	3.91799893595332e-43	2.15617702312301e-41	87.1314105652369
MAGEB4	2.01307999331774	0.908053612479475	14.3228741955948	4.06010797483119e-43	2.22832809502117e-41	87.096074266698
DCLRE1C	0.728010319634695	8.23914129720854	14.3177834676419	4.32280513175606e-43	2.36609323049523e-41	87.0338936685086
NIP7	0.729104746631014	8.95571592775041	14.3171074703051	4.35893869326534e-43	2.37944006512155e-41	87.0256378934581
SLC16A6	-2.77866449716004	7.25177914614122	-14.3062431512252	4.98269817183526e-43	2.71262374666687e-41	86.8929928737093
RAP2A	0.930155801314163	9.73445098522168	14.3010117786067	5.31400517685184e-43	2.88523412443977e-41	86.8291473551303
KARS	0.686767909566793	11.3039887520525	14.2923533078197	5.91124008905491e-43	3.20092070276845e-41	86.7235128146819
MAN2B2	-0.80932285555183	10.6313371100164	-14.2890141562896	6.15902928367509e-43	3.32620429474634e-41	86.6827868659971
PNPLA7	-1.73370682926829	7.61666789819376	-14.2877416356613	6.25615858758878e-43	3.36967350308106e-41	86.6672683551126
WDR43	0.652198180198241	9.9486552545156	14.2698624158142	7.79364917257219e-43	4.18665737514409e-41	86.4493335902922
STRA8	1.39423025949438	0.411780213464696	14.2679270210665	7.98116476802601e-43	4.27604626672124e-41	86.4257541842239
C4orf32	-1.57038872034747	9.35167339901478	-14.2651189249102	8.26125166097664e-43	4.41442925166488e-41	86.391546486074
GHDC	-1.05874043880166	9.35935500821018	-14.2636749016861	8.40907209810432e-43	4.4815928455476e-41	86.3739575349305
RNASEH1	0.721216277981959	8.03359720853859	14.250119042917	9.93176444777784e-43	5.27921505502354e-41	86.2089020237725
CENPA	2.09430074173071	6.38993333333333	14.2371388345943	1.16463558378391e-42	6.15959870112002e-41	86.0509604836489
